sentence,hotel_name,Sentiment,review_topic
 holds there,Eko Hotel,neutral,Event and Conference Spaces
"i like this place, cool halls perfect for a tech event",Eko Hotel,positive,Event and Conference Spaces
" it's pricy but cozy, great parking area and easy to locate",Eko Hotel,positive,Serene Environment
lovely place,Eko Hotel,positive,Beautiful Views and Dining Experiences
 the rooms are lovely and it's regularly maintained,Eko Hotel,positive,Room Quality and Standards
 beautiful place to organise an event,Eko Hotel,positive,Event and Conference Spaces
lovely environment,Eko Hotel,positive,Beautiful Views and Dining Experiences
 conducive rooms,Eko Hotel,neutral,Room Quality and Standards
 large parking lot,Eko Hotel,neutral,Event and Conference Spaces
" need a vacation, great place to relax and rest",Eko Hotel,positive,Leisure and Relaxation
"so far so good, this is the best hotel u can ever think of",Eko Hotel,positive,Serene Environment
" nice facility, good quality!!",Eko Hotel,positive,Excellent Service and Hospitality
high level security hotel,Eko Hotel,positive,Excellent Service and Hospitality
" good for events,seminars and what have you",Eko Hotel,positive,Excellent Service and Hospitality
 its a top rated and one of the best hotel and suites on the island,Eko Hotel,positive,Serene Environment
omo that right there is class! there's so much to do and enjoy,Eko Hotel,positive,Serene Environment
"great venue for world class events, however alternative exit should be created especiially after events end",Eko Hotel,positive,Event and Conference Spaces
"really good place to be, but for the price the environment did not meet my expectations",Eko Hotel,positive,Room Quality and Standards
lovely place,Eko Hotel,positive,Beautiful Views and Dining Experiences
 iconic in lagos,Eko Hotel,neutral,Event and Conference Spaces
exquisite hotel with ample parking space,Eko Hotel,neutral,Event and Conference Spaces
 the event centre is also breathtaking with top notch ventilation system,Eko Hotel,positive,Room Quality and Standards
excellent serviceamazing ambiencewonderful scenerygood locationgreat parking lotssecured environment,Eko Hotel,positive,Excellent Service and Hospitality
eko hotel is one of the best place place you can visit,Eko Hotel,positive,Serene Environment
"it is not just an hotel, it's a place you can use for your events and hangout",Eko Hotel,neutral,Event and Conference Spaces
i really love the environment,Eko Hotel,positive,Serene Environment
"remains adequate over the years, only gets better",Eko Hotel,positive,Leisure and Relaxation
 food is great especially buffet,Eko Hotel,positive,Delightful Food and Home-like Feel
environment is beautiful and calm,Eko Hotel,positive,Serene Environment
 eko hotels and suites is a place relax and forget about every disappointment around,Eko Hotel,negative,Leisure and Relaxation
beautiful,Eko Hotel,positive,Beautiful Views and Dining Experiences
 i loved my room,Eko Hotel,positive,Event and Conference Spaces
 was quite spacious and exquisite,Eko Hotel,neutral,Event and Conference Spaces
car park at both exit and entry points,Eko Hotel,neutral,Excellent Service and Hospitality
 staircase for pedestrians and good ambience,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
nice place to be always,Eko Hotel,positive,Serene Environment
  good food and costumer friend hotel staff,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
eko gardens is not bad though the room service is not well linked with the restaurant,Eko Hotel,positive,Beautiful Views and Dining Experiences
" the concierge was awesome, friendly and helpful",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
great hotel with some good food and very comfortable rooms,Eko Hotel,positive,Room Quality and Standards
 although it fails to make adequate provisions for disabled guests,Eko Hotel,negative,Event and Conference Spaces
the rooms are big,Eko Hotel,neutral,Room Quality and Standards
 service good,Eko Hotel,positive,Excellent Service and Hospitality
really comfortable rooms and courteous staff,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 the live band on friday was really good as well,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
"is a place to stay and also your kids, the almospete is good",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
wonderful architecture,Eko Hotel,positive,Delightful Food and Home-like Feel
 mind blowing interior,Eko Hotel,neutral,Beautiful Views and Dining Experiences
efficient service at the sky restaurant,Eko Hotel,positive,Beautiful Views and Dining Experiences
 good food,Eko Hotel,positive,Delightful Food and Home-like Feel
 ambience is excellent,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 the food is really pricey though,Eko Hotel,neutral,Delightful Food and Home-like Feel
"the standard keeps going high , i attended silverbird man of year award last time and i am really impressed with the management of eko hotel",Eko Hotel,positive,Leisure and Relaxation
great one my people eko hotels suites good but very expensive nice place to be whit your love one,Eko Hotel,positive,Event and Conference Spaces
room is ok,Eko Hotel,positive,Room Quality and Standards
 food needs improvement,Eko Hotel,positive,Room Quality and Standards
 hotel is less serene,Eko Hotel,positive,Serene Environment
navigation was sweet,Eko Hotel,positive,Delightful Food and Home-like Feel
 the reception was perfect and exceptional,Eko Hotel,positive,Room Quality and Standards
was here for a brief meeting and had brunch,Eko Hotel,neutral,Event and Conference Spaces
 meal was nice,Eko Hotel,positive,Delightful Food and Home-like Feel
 general ambiance was okay too,Eko Hotel,positive,Delightful Food and Home-like Feel
beautiful hotel ,Eko Hotel,positive,Beautiful Views and Dining Experiences
i visited this hotel when they held a music concert,Eko Hotel,neutral,Event and Conference Spaces
 the food court looked amazing will definitely return on my next visit to nigeria,Eko Hotel,positive,Leisure and Relaxation
its a luxury place to be,Eko Hotel,neutral,Serene Environment
good security system,Eko Hotel,positive,Excellent Service and Hospitality
 pretty basic rooms,Eko Hotel,positive,Room Quality and Standards
yet to try out your buffet,Eko Hotel,neutral,Leisure and Relaxation
😋 looking forward,Eko Hotel,neutral,Leisure and Relaxation
everything is relative ,Eko Hotel,neutral,Event and Conference Spaces
 the rating as well ,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
"the outdoor lounge live atmosphere is lively, the rooftop lounge relaxing",Eko Hotel,positive,Beautiful Views and Dining Experiences
a nice and serene place to cool off,Eko Hotel,positive,Serene Environment
its among the best hotels in lagos,Eko Hotel,positive,Serene Environment
pls i don't have good experience at  eko hotel  where you come with  your  money to spend and you are not welcome   there  and they treat  you like a foreigner  in your land may god punished  any lebanese who those not want  nigeria  too enjoy nigeria will i pray by the  almighty,Eko Hotel,positive,Leisure and Relaxation
"nice hotel , large car park spaces , and nice environment for tourist",Eko Hotel,positive,Event and Conference Spaces
"eko hotel is a perfect luxury apartment for short stay, a bit ezoensive though but if you can afford it, definitely worth it",Eko Hotel,positive,Leisure and Relaxation
"lovely place for a lot of outdoor activities, great shows, i had a lot of fun there performing",Eko Hotel,positive,Beautiful Views and Dining Experiences
"serene environment, beautiful hallways and chilly halls",Eko Hotel,positive,Serene Environment
 these are all hallmarks of eko hotels,Eko Hotel,neutral,Serene Environment
 it's a great place to spent time at,Eko Hotel,positive,Leisure and Relaxation
"do you want to have time away from stress in lagos, always think of eko hotels and suites",Eko Hotel,negative,Leisure and Relaxation
first class treatment in a secured environment,Eko Hotel,positive,Serene Environment
"the crossroad had zero customer service and was rowdy! it can not be safe to have that number of people in there same time!,the music was good though ",Eko Hotel,positive,Excellent Service and Hospitality
"excellent facilities, excellent customer service",Eko Hotel,positive,Excellent Service and Hospitality
 you'll have one of the best hotel experiences at this place,Eko Hotel,positive,Serene Environment
"looking for an event space? this place is the right location, security is standard everything is perfect, the event halls are spacious, 5star 5star 5star",Eko Hotel,positive,Event and Conference Spaces
"excellent service, jovial staff, nice ambience",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
"its 5 star hotel, quiet big and busy always with lots of customer",Eko Hotel,neutral,Serene Environment
  they are efficient and very experienced with nice staffs,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
it's a nice place to chill out in the evenings by the pool side,Eko Hotel,positive,Beautiful Views and Dining Experiences
fantastic events centre,Eko Hotel,positive,Event and Conference Spaces
 contemporary relaxation spot,Eko Hotel,positive,Serene Environment
 exquisite and amazing edifice,Eko Hotel,positive,Excellent Service and Hospitality
 it's a wow experience,Eko Hotel,positive,Beautiful Views and Dining Experiences
"great view, lovely conference centres and a good place for networking and business conferences, also a great player in the hospitality industry",Eko Hotel,positive,Event and Conference Spaces
an excellent hotel in the heart of victoria island lagos,Eko Hotel,positive,Serene Environment
" they have massive hall for events, good size conference and meeting rooms, good food and good ambience",Eko Hotel,positive,Event and Conference Spaces
super duper,Eko Hotel,positive,Event and Conference Spaces
 you're gonna enjoy every bit of your time spent here,Eko Hotel,positive,Leisure and Relaxation
 go for it,Eko Hotel,neutral,Event and Conference Spaces
still one of my favourite places to stay when in lagos but could do with a more modern hospitality touch for the price it charges!!,Eko Hotel,negative,Room Quality and Standards
