sentence,hotel_name,Sentiment
" recreational facilities available are lawn tennis, volleyball and basketball",Hotel A,neutral
lovely bars and restaurants,Hotel A,positive
 place seems to be always crowded though,Hotel A,neutral
 parking is also an issue because there's always an activity going on there,Hotel A,neutral
"exquisite, best location in victoria island , secure with so many recreational amenities",Hotel A,positive
 great for kids/families too!,Hotel A,positive
beautiful! great layout of the hotel,Hotel A,positive
 great night life at the bar,Hotel A,positive
"this is a five star hotel located in victoria island, lagos",Hotel A,neutral
 it's a very lovely place,Hotel A,positive
eko hotel can really be very free even as the me inputs fear of a very busy section on the island ,Hotel A,positive
 eko hotel is the last turning off from barbeach road to the left ,Hotel A,neutral
  it has you meet the entrance first then after you meet the exit ,Hotel A,neutral
 please be careful with wrong uturns an on way when you around this areas on the island ,Hotel A,negative
 always obey the map no matter how long it ask you to go get a turn,Hotel A,neutral
"always a beautiful and secured place, one of the best places to lodge",Hotel A,positive
nice and safe hotel in lagos,Hotel A,positive
professional staff+: room very clean and confortable-:  wifi sometimes slow,Hotel A,positive
breakfast very good (buffet),Hotel A,positive
great place fir both business and pleasure,Hotel A,positive
it was decent,Hotel A,neutral
 i enjoyed the privacy and the food was amazing,Hotel A,positive
its a beautiful place to be,Hotel A,positive
 one of the best 4stars hotel in nigeria and probably has the biggest land scale,Hotel A,positive
quality food and drinks,Hotel A,neutral
 real nice and classy place to hangout with friends and family,Hotel A,positive
 exquisite services,Hotel A,neutral
poolside meeting went well,Hotel A,positive
this one of the most prestigious hotel in lagos and it has a banquet hall called the eko conventional centre where most of the main stream events in the entertainment sector in nigeria takes place,Hotel A,positive
"beautiful place, comfortable to relax,  quiet environment",Hotel A,positive
i love eko hotel,Hotel A,positive
very large,Hotel A,neutral
 don't be scared of asking for directions so that you don't get lost if you're a first timer,Hotel A,positive
the gourmet restaurant on the roof is worth visiting,Hotel A,positive
"nice environment, serene, can get a bit busy at times, however the signature is more interesting as it is exclusive",Hotel A,positive
i will say this is one of the biggest hotel in nigeria wheremosr activities take place,Hotel A,neutral
 from comedy shows to seminars and more,Hotel A,positive
 it's a beautiful place,Hotel A,positive
so great and overwhelming with quality services ,Hotel A,positive
 it's a good place for hospitality in africa,Hotel A,positive
"amazing staff,friendly people and the environment is safe",Hotel A,positive
 everyone is willing to help and the rooms are amazing and clean,Hotel A,positive
was here for a workshop,Hotel A,neutral
 it was a nice experience,Hotel A,positive
beautiful environment and cosy rooms,Hotel A,positive
"went there after a long time, had a great time",Hotel A,positive
"one of the best and most secured hotels in nigeria, the whites find so much comfort here, quite an amazing place to be",Hotel A,positive
well trained staff,Hotel A,positive
 only the porters appear less informed,Hotel A,neutral
 spacious environment,Hotel A,neutral
great place,Hotel A,positive
"a lovely five star hotels one of it's kind in nigeria and a masterpiece boasts of a five thousand capacity event centre, swimming pool, signature suites and the ocean view",Hotel A,positive
"one of the best place in nigeria to lodge, relax and hold event is definitely eko hotel and suites",Hotel A,positive
 it is a complete place to call a hotel because it is equipped with many resources and they provide quality and professional services for their esteem customers,Hotel A,neutral
the eko hotel signature rooms and reception area are nice,Hotel A,positive
in the main building there are conference halls that host an impressive variety of events,Hotel A,positive
a place to be any day any time,Hotel A,neutral
  like you have everything you want just in one place,Hotel A,positive
" i love it, its a wonderful place to stay",Hotel A,positive
spacious and cool hall for events,Hotel A,positive
"from the nice security guards, top notch security on the elevators, beautiful balcony, superb complimentary breakfast, i loved every moment of it!",Hotel A,positive
"i sat at the bar by the pool side, it's a great place to spend time with colleagues after a hectic day at work",Hotel A,positive
i always feel at home at eko hotel,Hotel A,neutral
" the ambience, the space, and the food at the sky restaurant is impeccable",Hotel A,neutral
"good place, and scenery",Hotel A,positive
 with a nice array of restaurants,Hotel A,positive
 quite pricey too,Hotel A,neutral
very calm and serene,Hotel A,positive
 i love the ambience,Hotel A,positive
 meals are quite expensive but it's worth it,Hotel A,positive
the place is actually nice but the food is expensive,Hotel A,positive
"a wonderful place to be wit friends and families,also has outdoor games inside,rooms at affordable prices,events and what have you",Hotel A,positive
the hotel is nice,Hotel A,positive
but the facility manager need to be on top of his game as regards   the toilet used  by visitors,Hotel A,positive
"eko hotels is about the most cozy hotels with her ocean view, exquisite rooms, assorted buffet dishes and very serene environment",Hotel A,positive
it's simply chick!,Hotel A,neutral
my table was at lagoon breeze section,Hotel A,neutral
it's a wonderful place,Hotel A,positive
 #exquisite,Hotel A,neutral
excellent service,Hotel A,positive
"eko hotel & suites is a 5-star ultra luxurious hotel standing elegantly at  adetokunbo ademola street, victoria island, lagos",Hotel A,positive
" eko hotel & suites offers an outdoor pool, barbecue and children's playground, eko hotels limited is popularly know in lagos as various concerts, shows seminars etc",Hotel A,positive
 holds there,Hotel A,neutral
"i like this place, cool halls perfect for a tech event",Hotel A,positive
" it's pricy but cozy, great parking area and easy to locate",Hotel A,positive
lovely place,Hotel A,positive
 the rooms are lovely and it's regularly maintained,Hotel A,positive
 beautiful place to organise an event,Hotel A,positive
lovely environment,Hotel A,positive
 conducive rooms,Hotel A,neutral
 large parking lot,Hotel A,neutral
" need a vacation, great place to relax and rest",Hotel A,positive
"so far so good, this is the best hotel u can ever think of",Hotel A,positive
" nice facility, good quality!!",Hotel A,positive
high level security hotel,Hotel A,positive
" good for events,seminars and what have you",Hotel A,positive
 its a top rated and one of the best hotel and suites on the island,Hotel A,positive
omo that right there is class! there's so much to do and enjoy,Hotel A,positive
"great venue for world class events, however alternative exit should be created especiially after events end",Hotel A,positive
"really good place to be, but for the price the environment did not meet my expectations",Hotel A,positive
lovely place,Hotel A,positive
 iconic in lagos,Hotel A,neutral
exquisite hotel with ample parking space,Hotel A,neutral
 the event centre is also breathtaking with top notch ventilation system,Hotel A,positive
excellent serviceamazing ambiencewonderful scenerygood locationgreat parking lotssecured environment,Hotel A,positive
eko hotel is one of the best place place you can visit,Hotel A,positive
"it is not just an hotel, it's a place you can use for your events and hangout",Hotel A,neutral
i really love the environment,Hotel A,positive
"remains adequate over the years, only gets better",Hotel A,positive
 food is great especially buffet,Hotel A,positive
environment is beautiful and calm,Hotel A,positive
 eko hotels and suites is a place relax and forget about every disappointment around,Hotel A,negative
