sentence,hotel_name,Sentiment,review_topic
its a great hotel to stay in,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 i particularly loved the warmth of the pool and the view from the 7th floor balcony at night,Eko Hotel,positive,Beautiful Views and Dining Experiences
eko hotel and suites is a landmark in,Eko Hotel,positive,Serene Environment
"lagos and nigeria,rightly so too i must say",Eko Hotel,neutral,Leisure and Relaxation
" its been in victoria island for ages and caters to upper class clientele providing grade a accommodation, room service,internet,full car parking ,a great view and more",Eko Hotel,positive,Serene Environment
very popular hotel on the island located in victoria island,Eko Hotel,positive,Serene Environment
 i have had many trainings here and it was always fun,Eko Hotel,positive,Beautiful Views and Dining Experiences
 i like to visit,Eko Hotel,positive,Leisure and Relaxation
dope area,Eko Hotel,neutral,Serene Environment
we had a lovely christmas staycation,Eko Hotel,positive,Beautiful Views and Dining Experiences
 great place for the whole family,Eko Hotel,positive,Leisure and Relaxation
"eko hotel was lively and full of fun,is highly recommend🥰🥰",Eko Hotel,positive,Serene Environment
"cool stay place, quite expensive though, but its worth the price, you get the value for your money",Eko Hotel,positive,Leisure and Relaxation
"huge premises, lots of event halls, parking and exiting can take a lot of time after big events, so consider leaving a few minutes earlier",Eko Hotel,positive,Event and Conference Spaces
"a five star hotel, with international recognition, very big and it can accommodate more than one thousand guest in their rooms, also have a hall that can take up to  people for any occasion and packaging lots is also available",Eko Hotel,neutral,Event and Conference Spaces
"a very big casino is also available all night long, drinking bar's is also available",Eko Hotel,neutral,Event and Conference Spaces
lovely place to stay in,Eko Hotel,positive,Beautiful Views and Dining Experiences
big and serene place,Eko Hotel,positive,Serene Environment
the ambience is extremely relaxing and the top floors have the most breath-taking and amazing view,Eko Hotel,positive,Beautiful Views and Dining Experiences
 highly recommend this place,Eko Hotel,positive,Serene Environment
it is lovely and amazing ,Eko Hotel,positive,Beautiful Views and Dining Experiences
 nice pool and buffet food sweet but it could  improve i still like the place a lot !,Eko Hotel,positive,Delightful Food and Home-like Feel
the pool was well maintained and beautiful,Eko Hotel,positive,Beautiful Views and Dining Experiences
security is highly prioritized,Eko Hotel,positive,Excellent Service and Hospitality
 there is plenty of space everywhere,Eko Hotel,neutral,Event and Conference Spaces
nice outside view cool place to relax,Eko Hotel,positive,Leisure and Relaxation
in the heart of lagos island,Eko Hotel,positive,Serene Environment
 very spacious car park,Eko Hotel,neutral,Event and Conference Spaces
 halls for different activities,Eko Hotel,neutral,Event and Conference Spaces
 standard hotel,Eko Hotel,neutral,Room Quality and Standards
 fair price,Eko Hotel,positive,Leisure and Relaxation
lovely place and excellent service in serene environment,Eko Hotel,positive,Excellent Service and Hospitality
one of the best places you could ever spend your time,Eko Hotel,positive,Leisure and Relaxation
" comfortable, excellent and beautiful",Eko Hotel,positive,Beautiful Views and Dining Experiences
very good event service and diverse restaurant options,Eko Hotel,positive,Excellent Service and Hospitality
spent a week here,Eko Hotel,neutral,Leisure and Relaxation
 beautiful place and great ambience,Eko Hotel,positive,Beautiful Views and Dining Experiences
 would love to go back there once again,Eko Hotel,positive,Event and Conference Spaces
this is unarguably the best hotel in lagos ,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 it's been around for years,Eko Hotel,neutral,Excellent Service and Hospitality
 it's a 4 star hotel,Eko Hotel,neutral,Serene Environment
 you can get all you need at this hotel,Eko Hotel,neutral,Leisure and Relaxation
 it's home away from home,Eko Hotel,neutral,Delightful Food and Home-like Feel
was at orchids hall for an exhibition,Eko Hotel,neutral,Event and Conference Spaces
 it was cool,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 the hall was chilled and nice,Eko Hotel,positive,Beautiful Views and Dining Experiences
 you can even see the stage from upstairs,Eko Hotel,neutral,Leisure and Relaxation
"very nice, cozy and warm place",Eko Hotel,positive,Excellent Service and Hospitality
 staff well trained on hospitality,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
"eko signature rooms are good,  hot water is poor,  tv has bad selection",Eko Hotel,negative,Delightful Food and Home-like Feel
" eko suites (last building),  water is great,  rooms are hit or miss depending on if refurbished or not",Eko Hotel,positive,Room Quality and Standards
"very very good and neat,with good customers service",Eko Hotel,positive,Excellent Service and Hospitality
best place to chill out in lagos,Eko Hotel,positive,Serene Environment
 parking is no problem,Eko Hotel,positive,Event and Conference Spaces
 recommended,Eko Hotel,positive,Serene Environment
good ambience and great hall,Eko Hotel,positive,Event and Conference Spaces
 the current renovation a bit push off,Eko Hotel,neutral,Room Quality and Standards
 adequate paying car park space,Eko Hotel,positive,Event and Conference Spaces
"i was at eko hotel and suites for a digital conference and even while at the entrance gate, i received a warm reception and direction to where i could find the exact place the conference is holding",Eko Hotel,positive,Room Quality and Standards
"i was at the hall for a comedy show, i must say it was good use of space",Eko Hotel,positive,Leisure and Relaxation
 it is very roomy and the air conditioning system is very effective,Eko Hotel,positive,Room Quality and Standards
great place to be,Eko Hotel,positive,Serene Environment
 rates are comparable with other hotels in the area,Eko Hotel,neutral,Serene Environment
 but you have more bang for your money because the place is a beehive of activities,Eko Hotel,neutral,Leisure and Relaxation
why will they be collecting money for car park,Eko Hotel,neutral,Leisure and Relaxation
 we won't patronize them again,Eko Hotel,neutral,Event and Conference Spaces
 when did they start that rubbish,Eko Hotel,neutral,Leisure and Relaxation
was at crossroads,Eko Hotel,neutral,Beautiful Views and Dining Experiences
" a lovely environment, security well organized",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 you are sure to meet good people in such places,Eko Hotel,positive,Room Quality and Standards
 8/10,Eko Hotel,neutral,Serene Environment
eko hotel is a mega 5 star hotel,Eko Hotel,neutral,Serene Environment
their rooms and food is greaytheir conference hall is spacious and we'll sound proofed,Eko Hotel,neutral,Event and Conference Spaces
it's the best hotel in lagos,Eko Hotel,positive,Serene Environment
sky restaurant,Eko Hotel,neutral,Beautiful Views and Dining Experiences
still holds up but in dire need of new ideas and some touch up,Eko Hotel,negative,Room Quality and Standards
eko hotels & suites is a very beautiful place to be for relaxation and education of oneself,Eko Hotel,positive,Beautiful Views and Dining Experiences
 the environment is conducive and you would just want to make it in lifr,Eko Hotel,positive,Leisure and Relaxation
the rooms are ok and have a serene ambience,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
" however, the restaurant services are poor as the waiters are sometimes forgetful of your orders",Eko Hotel,negative,Leisure and Relaxation
nice place to be,Eko Hotel,positive,Serene Environment
 very neat environment and highly secured,Eko Hotel,positive,Serene Environment
it's breathtaking and of course the convention center houses the best concerts in lagos,Eko Hotel,positive,Event and Conference Spaces
 the food is sumptuous also,Eko Hotel,neutral,Delightful Food and Home-like Feel
lovely place for a weekend getaway but i would suggest the eko gardens or the signature if you do not like to be disturbed with the noise of events and shows at the eko hotel halls,Eko Hotel,negative,Leisure and Relaxation
i loved the pool side,Eko Hotel,positive,Beautiful Views and Dining Experiences
 very relaxing,Eko Hotel,positive,Leisure and Relaxation
"such a wonderful placei like the place, like you can make use of the hall for any event no matter the population if your visitors",Eko Hotel,positive,Event and Conference Spaces
china home life was an expensive of meeting a lot of china manufactures l am still  looking for satellite internet provider that gives sip broadband at 72mbpsto support my hbbtv ,Eko Hotel,positive,Room Quality and Standards
thanks,Eko Hotel,positive,Event and Conference Spaces
friendly environment right from the reception especially at night,Eko Hotel,positive,Room Quality and Standards
lovely room,Eko Hotel,positive,Beautiful Views and Dining Experiences
a serene environment with nice set ups,Eko Hotel,positive,Serene Environment
lekki is a very decent place in lagos and the best event center their is k,Eko Hotel,positive,Event and Conference Spaces
f,Eko Hotel,neutral,Serene Environment
a they always wow you !,Eko Hotel,positive,Serene Environment
"i love this place, the walls could use some work but i love it here",Eko Hotel,positive,Room Quality and Standards
courteous staff and great environment,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 enjoyed my stay especially having my meals at the 88 restaurant,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
beautiful place to hang out,Eko Hotel,positive,Beautiful Views and Dining Experiences
nice grounds,Eko Hotel,positive,Event and Conference Spaces
